iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.241056980127,0.24151083206,0.233587737169,0.491758241758,0.489010989011,0.508974358974,1.050920269
10,0.239004343074,0.230806962167,0.224579550837,0.440247252747,0.458791208791,0.464102564103,10.551608836
20,0.206816331876,0.236027033317,0.215888205144,0.489010989011,0.428571428571,0.478205128205,20.17922002
30,0.221468083697,0.23193426736,0.224232789938,0.466346153846,0.447802197802,0.461538461538,29.525710803
40,0.234063525072,0.239469976448,0.236034350404,0.508241758242,0.491758241758,0.503846153846,39.060184689
50,0.223712917778,0.223531608406,0.231483521843,0.498626373626,0.494505494505,0.485897435897,48.734608351
60,0.198166972105,0.196655028023,0.195395025593,0.5,0.486263736264,0.510256410256,58.206725673
70,0.199737828523,0.181589068122,0.183616109866,0.526785714286,0.538461538462,0.548717948718,68.011326864
80,0.201334537518,0.22294882259,0.206331086919,0.524038461538,0.453296703297,0.492307692308,78.011337121
90,0.188241602893,0.180471772037,0.189216907156,0.536401098901,0.53021978022,0.514102564103,88.100853259
100,0.192956714807,0.171610832874,0.189955934837,0.550137362637,0.593406593407,0.555128205128,97.7536457
110,0.164969830308,0.165353073842,0.163863649329,0.555631868132,0.56043956044,0.564102564103,107.438312852
120,0.176335409445,0.184217436137,0.180764481269,0.54739010989,0.524725274725,0.534615384615,116.957345927
130,0.174329824652,0.168626901146,0.174562059512,0.541208791209,0.585164835165,0.560256410256,126.182778601
140,0.18027410768,0.182405170433,0.182262997141,0.543956043956,0.538461538462,0.533333333333,135.796817864
150,0.181546768346,0.173232479586,0.17979375104,0.521291208791,0.532967032967,0.532051282051,145.462576248
160,0.178798710536,0.17306715013,0.177656051942,0.543269230769,0.557692307692,0.534615384615,155.426973336
170,0.178055628465,0.183187844844,0.185536032785,0.540521978022,0.527472527473,0.515384615385,165.67461004
180,0.177074193788,0.175582199826,0.175322106579,0.543269230769,0.543956043956,0.535897435897,175.983451197
190,0.176863916111,0.171914315616,0.176005732441,0.533653846154,0.56043956044,0.546153846154,186.051275241
200,0.175314444586,0.168108028095,0.17494659212,0.546016483516,0.56043956044,0.542307692308,195.952858545
210,0.176249234844,0.181438238374,0.178974120958,0.537774725275,0.538461538462,0.533333333333,205.415320229
220,0.174586218039,0.179380941271,0.174294793867,0.548076923077,0.532967032967,0.534615384615,214.832145485
230,0.173632926805,0.181554002856,0.173673827001,0.550824175824,0.532967032967,0.534615384615,224.439000216
240,0.185600789634,0.193558003398,0.184014854821,0.522664835165,0.5,0.530769230769,234.024094457
250,0.175761725684,0.184226429213,0.174676727504,0.548763736264,0.546703296703,0.532051282051,244.129931987
260,0.17460543522,0.177724652971,0.177857030945,0.543956043956,0.546703296703,0.548717948718,254.170307829
270,0.17786729759,0.181318713192,0.180657761639,0.543269230769,0.53021978022,0.529487179487,264.062237893
280,0.174828578039,0.18140273806,0.176562299053,0.548763736264,0.538461538462,0.534615384615,273.791726548
290,0.181989359757,0.186145258528,0.182425669265,0.541895604396,0.554945054945,0.525641025641,283.884448008
300,0.177879079956,0.18460765496,0.180298196556,0.546016483516,0.541208791209,0.519230769231,293.62855742
310,0.174134472996,0.176627956942,0.173660677606,0.543269230769,0.549450549451,0.539743589744,303.80338581
320,0.177546420456,0.173689468867,0.172793896159,0.540521978022,0.57967032967,0.544871794872,313.553062561
330,0.176904316175,0.177341952038,0.175389772127,0.537774725275,0.557692307692,0.534615384615,323.350510682
340,0.177193063218,0.179375877512,0.177056994656,0.541208791209,0.541208791209,0.529487179487,333.417949321
350,0.177173891424,0.182372718876,0.176478818742,0.532967032967,0.541208791209,0.534615384615,343.200890908
360,0.176520922484,0.177343136762,0.17301446881,0.535714285714,0.557692307692,0.533333333333,352.778254829
370,0.176700038872,0.179397907237,0.171221183565,0.53228021978,0.543956043956,0.528205128205,362.512318412
380,0.176812830107,0.177605508789,0.173143425668,0.537774725275,0.541208791209,0.525641025641,372.657521592
390,0.175489797004,0.177196837546,0.173242072763,0.539148351648,0.546703296703,0.539743589744,382.575785019
400,0.178944675618,0.181843791014,0.176982486782,0.531593406593,0.541208791209,0.510256410256,392.409522737
410,0.176101130751,0.182259331711,0.172981752415,0.537774725275,0.527472527473,0.534615384615,402.546535643
420,0.174673327988,0.182344477948,0.171168272321,0.539835164835,0.524725274725,0.537179487179,412.349465608
430,0.175544604396,0.182537993054,0.172716862502,0.53228021978,0.524725274725,0.538461538462,422.250517487
440,0.171651968053,0.180817618791,0.17028559876,0.541208791209,0.519230769231,0.526923076923,432.148277183
450,0.175158300993,0.182017010249,0.170502713414,0.526785714286,0.527472527473,0.538461538462,441.898040451
460,0.176510890131,0.18326080713,0.172958246045,0.53021978022,0.53021978022,0.541025641026,451.932678655
470,0.177204024956,0.181949446396,0.17410498182,0.53021978022,0.524725274725,0.526923076923,461.745434901
480,0.177767709308,0.182505945534,0.173613828262,0.53021978022,0.535714285714,0.532051282051,471.678022935
490,0.176620258694,0.185338870521,0.173641127669,0.530906593407,0.524725274725,0.534615384615,481.804165854
500,0.175275409388,0.181899816045,0.174509107471,0.537774725275,0.53021978022,0.524358974359,491.580779212
510,0.176245838934,0.186645790414,0.173775853942,0.535027472527,0.508241758242,0.523076923077,501.72219469
520,0.177347180492,0.181912052788,0.172048232585,0.53228021978,0.527472527473,0.538461538462,511.956700618
530,0.176188095072,0.18155597732,0.174664307039,0.534340659341,0.524725274725,0.532051282051,522.280033947
540,0.17526998173,0.184217923247,0.172124639815,0.534340659341,0.521978021978,0.541025641026,532.096248578
