iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.234957140895,0.241612454556,0.236176322415,0.496565934066,0.491758241758,0.497435897436,0.035798863
10,0.233677493832,0.240548245623,0.23491269722,0.5,0.497252747253,0.496153846154,0.380112639
20,0.230109746077,0.238553903663,0.233051670336,0.499313186813,0.497252747253,0.494871794872,0.714459926
30,0.230059237797,0.238837034466,0.233152611463,0.498626373626,0.497252747253,0.49358974359,1.045384737
40,0.229212012958,0.238974887616,0.233143027049,0.5,0.489010989011,0.489743589744,1.389600023
50,0.229054521375,0.239027920921,0.232584522419,0.501373626374,0.491758241758,0.494871794872,1.715622296
60,0.228712098664,0.238875224618,0.232749257261,0.500686813187,0.486263736264,0.496153846154,2.055428514
70,0.22864418196,0.239031811599,0.232919907809,0.50206043956,0.486263736264,0.496153846154,2.394144857
80,0.228068707014,0.238954508303,0.232331095862,0.506181318681,0.486263736264,0.49358974359,2.739888771
90,0.227291456614,0.237983315232,0.231183725638,0.504120879121,0.489010989011,0.494871794872,3.072370248
100,0.226435657664,0.236917834146,0.230073625214,0.508241758242,0.494505494505,0.502564102564,3.394273444
110,0.226100581028,0.236893170944,0.229815419167,0.508241758242,0.491758241758,0.498717948718,3.721602739
120,0.225478714289,0.236824627885,0.229259673905,0.508241758242,0.491758241758,0.497435897436,4.046291657
130,0.22500193655,0.236603573424,0.228625559734,0.509615384615,0.494505494505,0.498717948718,4.404143499
140,0.224066906381,0.236060236908,0.227571262655,0.507554945055,0.5,0.498717948718,4.73024374
150,0.223837647519,0.235709608759,0.227740390905,0.509615384615,0.5,0.502564102564,5.062289542
160,0.223129797972,0.235466805521,0.227005591759,0.508928571429,0.491758241758,0.503846153846,5.405800021
170,0.220312980219,0.234431852715,0.223158970863,0.513049450549,0.480769230769,0.502564102564,5.728451453
180,0.220115173397,0.233942334159,0.222380211614,0.513736263736,0.480769230769,0.508974358974,6.060543422
190,0.220618011849,0.234217032991,0.224942780808,0.512362637363,0.491758241758,0.50641025641,6.386641952
200,0.218908748227,0.232843210653,0.220101061236,0.51717032967,0.483516483516,0.514102564103,6.721460136
210,0.218965219437,0.233013020907,0.219982701268,0.51510989011,0.486263736264,0.515384615385,7.051009868
220,0.21635533114,0.232048955116,0.216797012523,0.524038461538,0.480769230769,0.516666666667,7.399826074
230,0.215958935632,0.230901030548,0.216437564373,0.521978021978,0.480769230769,0.515384615385,7.739066324
240,0.214283051484,0.229549817283,0.213054430446,0.522664835165,0.491758241758,0.517948717949,8.067507378
250,0.212498149313,0.229181944341,0.210554046982,0.523351648352,0.489010989011,0.521794871795,8.409357572
260,0.211924320793,0.228492870393,0.21006930184,0.526785714286,0.494505494505,0.525641025641,8.73989869
270,0.211320205784,0.227624472331,0.208826312648,0.526785714286,0.491758241758,0.526923076923,9.085434682
280,0.206176418589,0.226794439743,0.205026980249,0.53228021978,0.489010989011,0.523076923077,9.418476654
290,0.205470031906,0.226271549198,0.204132160147,0.531593406593,0.491758241758,0.525641025641,9.775002662
300,0.204514816392,0.22551616745,0.203917575685,0.534340659341,0.489010989011,0.529487179487,10.11530953
310,0.203892829193,0.224410189241,0.203338477415,0.533653846154,0.489010989011,0.533333333333,10.441977447
320,0.203694459479,0.224914163707,0.203704069191,0.538461538462,0.486263736264,0.530769230769,10.799382329
330,0.203240807951,0.224446957194,0.202528545977,0.537774725275,0.483516483516,0.535897435897,11.145917907
340,0.201534367,0.22268470686,0.198865739919,0.537774725275,0.494505494505,0.547435897436,11.499594246
350,0.201331722861,0.221892224071,0.198537680123,0.537087912088,0.497252747253,0.55,11.844421327
360,0.20073520933,0.22177383631,0.198277254036,0.542582417582,0.497252747253,0.552564102564,12.198408521
370,0.199488908324,0.22002900035,0.19777928364,0.541895604396,0.494505494505,0.552564102564,12.5390919
380,0.199271641723,0.219920936771,0.19772257413,0.543269230769,0.491758241758,0.553846153846,12.873883751
390,0.1989154888,0.219159175538,0.197096582017,0.543269230769,0.494505494505,0.553846153846,13.206128582
400,0.198871050706,0.221206095385,0.197317051456,0.542582417582,0.497252747253,0.547435897436,13.54151889
410,0.197010437736,0.220392428194,0.197099271032,0.546016483516,0.505494505495,0.55,13.903926851
420,0.19714867214,0.219131501037,0.195597382389,0.544642857143,0.505494505495,0.551282051282,14.248550795
430,0.196709450017,0.221356291538,0.197027928299,0.54739010989,0.502747252747,0.551282051282,14.583076936
440,0.195588059708,0.219756846316,0.195757660668,0.548076923077,0.502747252747,0.548717948718,14.944002438
450,0.195087244675,0.219262261247,0.19687450132,0.546016483516,0.505494505495,0.548717948718,15.306200085
460,0.194088562012,0.216142203536,0.195306985372,0.54739010989,0.510989010989,0.544871794872,15.663531786
470,0.193216662826,0.216067275283,0.195358152818,0.546016483516,0.505494505495,0.546153846154,16.0092032
480,0.189970209029,0.212624618962,0.19270016546,0.559065934066,0.508241758242,0.553846153846,16.365538729
490,0.189403325566,0.212631951057,0.19276856537,0.563873626374,0.510989010989,0.55,16.717043876
500,0.188190880291,0.212981518966,0.191352056737,0.567307692308,0.508241758242,0.555128205128,17.075879579
510,0.18771967112,0.212690524069,0.191106086802,0.565934065934,0.508241758242,0.558974358974,17.431174483
520,0.187173531462,0.211734511735,0.190127578254,0.569368131868,0.510989010989,0.565384615385,17.777305848
530,0.186675326758,0.21142584315,0.189444212964,0.571428571429,0.510989010989,0.567948717949,18.141840888
540,0.186348706755,0.211084717779,0.189176727659,0.570054945055,0.508241758242,0.567948717949,18.475262792
