iterations,fitness,time,fevals
0,0.0261286436063,0.00264790399888,441
10,0.0286590180047,0.00507010499859,771
20,0.0311975456455,0.00630428899785,1108
30,0.0321343506085,0.00754907399823,1441
40,0.0379941550537,0.00881711399961,1761
50,0.0390983712553,0.0100547179991,2090
60,0.0418506659205,0.011211957999,2432
70,0.0429463453609,0.0125090659985,2759
80,0.0447973573418,0.0136451029994,3089
90,0.0445356224205,0.0148050789994,3418
100,0.0430364345746,0.0160744869991,3749
110,0.0430364345746,0.0173103809993,4087
120,0.0426099906978,0.0184659109982,4420
130,0.0433383170304,0.0196870999989,4761
140,0.0454371195961,0.0219338689985,5098
150,0.0440101549801,0.0242223589994,5425
160,0.043788964616,0.0265395749993,5756
170,0.0459849065686,0.0287350479994,6083
180,0.0471201609861,0.0310071229997,6411
190,0.0489928637744,0.0320812629998,6752
200,0.0478216179088,0.0330774330014,7078
210,0.0482995081653,0.0340831790018,7416
220,0.0510695430949,0.0351289360024,7745
230,0.0531193421603,0.0361011680034,8084
240,0.0510668479611,0.0370539080031,8420
250,0.0492738628641,0.0380353740038,8755
260,0.0499483351096,0.039008290003,9103
270,0.0534561499782,0.0400256620032,9435
280,0.0557315318428,0.0410255940042,9775
290,0.0519851132327,0.0420279190057,10117
300,0.0530157421106,0.0443919850059,10440
310,0.0528720490889,0.0468863440055,10763
320,0.0538085349013,0.0492846080051,11094
330,0.0522487855954,0.0515666000047,11439
340,0.053721103732,0.0525432780032,11768
350,0.051883000932,0.0535996360031,12096
360,0.0532910032626,0.054576655004,12431
370,0.0584363034163,0.0555557270054,12766
380,0.059307914834,0.0565088080057,13107
390,0.0621168370664,0.0574352150052,13429
400,0.0582660501718,0.0583756440046,13758
410,0.0565258812796,0.059380706005,14091
420,0.0540665293565,0.0603796120049,14418
430,0.0523375722469,0.0613757820047,14742
440,0.0561036433018,0.0624683890055,15080
450,0.0555323740485,0.0634806320068,15415
460,0.0577414742224,0.065787930007,15744
470,0.0594471506474,0.0667731570084,16076
480,0.0559114370544,0.0677187150086,16408
490,0.0565620327029,0.0687449790094,16741
500,0.0560126551641,0.0698396380103,17073
510,0.0576390995784,0.0708296520115,17405
520,0.0560263682389,0.0747100300123,17740
530,0.0560751044864,0.0757031230132,18073
540,0.0636313633842,0.0767040810133,18402
550,0.0636313633842,0.0776414320135,18742
560,0.0576665318,0.0785760470135,19089
570,0.0615874212267,0.0795496470146,19419
580,0.0641122276302,0.0804740030162,19757
590,0.0632756830025,0.0814958210158,20088
600,0.0614532828836,0.0824424050152,20427
610,0.0650177220086,0.0833633410148,20757
620,0.0609937065652,0.0843061640153,21090
630,0.0640884714624,0.0852421470154,21420
640,0.0634779431831,0.0875494450156,21755
650,0.060205782365,0.0898187840157,22075
660,0.0626662136079,0.0907828090149,22418
670,0.0626662136079,0.0916753610145,22744
680,0.0626662136079,0.0925750950155,23085
690,0.0644490941946,0.0936064880152,23425
700,0.0617228612679,0.0945441810145,23764
710,0.0634755643248,0.0955140190144,24097
720,0.0627215087925,0.0964749660143,24423
730,0.0634528601515,0.0974376230133,24761
740,0.0612568807519,0.0982805890144,25085
750,0.0588340182034,0.0991580940135,25418
760,0.0588828755085,0.101333049013,25754
770,0.057621710019,0.102209529014,26099
780,0.0598682812786,0.103121916012,26423
790,0.05679541897,0.104043194013,26767
800,0.057561023599,0.105021582014,27106
810,0.0587754549665,0.106029038014,27445
820,0.0571510767384,0.107130537013,27784
830,0.0602276993024,0.108124313014,28118
840,0.054857828496,0.109056192014,28446
850,0.0594822352655,0.110073565014,28780
860,0.0547635566487,0.111017072015,29108
870,0.0612723443452,0.111958526015,29443
880,0.063933300399,0.112891431014,29772
890,0.063933300399,0.113810999015,30100
900,0.0589110713873,0.114739800016,30439
910,0.0628988208834,0.115660394016,30770
920,0.060382847637,0.116587486016,31102
930,0.0627860894053,0.117519365016,31434
940,0.0566909058787,0.118436197015,31765
950,0.0574147949502,0.119372864016,32112
960,0.0565113434096,0.121678795016,32446
970,0.0580533241225,0.122620933016,32782
980,0.0578259395206,0.123546656016,33115
990,0.0564238919382,0.125808130017,33453
1000,0.0591034045918,0.126736932018,33801
1010,0.0573644242644,0.127668811017,34138
1020,0.0605859887252,0.128645489018,34477
1030,0.0670698942234,0.129625929017,34817
1040,0.0666274243038,0.130584140019,35146
1050,0.0674518855632,0.13151772902,35463
1060,0.0617484446534,0.132448582021,35798
1070,0.0685712731512,0.13342902202,36132
1080,0.0701988568595,0.13436021702,36464
1090,0.0705035391717,0.13526713202,36794
1100,0.0676239229092,0.13927164802,37119
1110,0.0649669239782,0.14026234702,37450
1120,0.0689476889058,0.14123936702,37777
1130,0.0693661193832,0.142125080021,38123
1140,0.0673399746259,0.143014213021,38450
1150,0.0707497134196,0.145193272021,38783
1160,0.0673201712521,0.147353521021,39118
1170,0.0677975821727,0.148358241022,39461
1180,0.067888866648,0.149286701022,39799
1190,0.0675158192715,0.151502350021,40138
1200,0.0673120089016,0.152387721022,40477
1210,0.0640862921492,0.153378078021,40815
1220,0.0635491467968,0.15434689102,41157
1230,0.0638570999237,0.155307496021,41482
1240,0.0607187753592,0.156253738021,41831
1250,0.0611947137358,0.15724477902,42166
1260,0.0646748420233,0.158252234021,42505
1270,0.0639492527756,0.159193004021,42834
1280,0.0693360965009,0.16018130902,43171
1290,0.0629682027147,0.161160380019,43500
1300,0.0600542915451,0.162099098019,43832
1310,0.0603974025759,0.16304636502,44168
1320,0.0680697021979,0.16401107302,44501
1330,0.0718284556128,0.164951160021,44834
1340,0.0715410971125,0.165919630021,45158
1350,0.0740347049799,0.166895624021,45502
1360,0.0694135431435,0.16787435402,45837
1370,0.0689383199948,0.168803155018,46169
1380,0.0824290965498,0.169683738017,46498
1390,0.0824290965498,0.170599202016,46835
1400,0.0785454768531,0.171533133016,47174
1410,0.0784885912942,0.172487924016,47513
1420,0.0757952789576,0.173349699016,47847
1430,0.0752096189753,0.174242251016,48183
1440,0.0764163562791,0.175130700016,48522
1450,0.0808224424764,0.176196291015,48859
1460,0.0808224424764,0.177145953015,49194
1470,0.0789114796965,0.178069283014,49533
1480,0.0775901116529,0.179002188015,49862
1490,0.0835636128999,0.179862594016,50183
1500,0.0811304326138,0.180865945014,50522
1510,0.0782994546751,0.181815265014,50855
1520,0.0802296165514,0.182805964014,51186
1530,0.0798401927321,0.183733398013,51516
1540,0.0826748256302,0.184627319013,51848
1550,0.0775666612911,0.185584846015,52187
1560,0.0807328780977,0.186575203015,52512
1570,0.0795792668766,0.187562824014,52848
1580,0.0795792668766,0.188576093014,53181
1590,0.0746774487404,0.189536014015,53508
1600,0.0702787535361,0.190480547015,53851
1610,0.0675926421687,0.191436706016,54191
1620,0.0704125236297,0.192393891017,54528
1630,0.0704125236297,0.193366123018,54859
1640,0.0736268726391,0.194354086017,55199
1650,0.0738715860997,0.195276732018,55525
1660,0.0740362882508,0.196181253017,55856
1670,0.0697802018905,0.197134335018,56193
1680,0.0742992420156,0.198040908017,56540
1690,0.0778892525958,0.200889209016,56874
1700,0.0778892525958,0.201772186017,57201
1710,0.0694837792933,0.202693122017,57538
1720,0.0713114625146,0.203608586018,57868
1730,0.0761319452209,0.204568507019,58212
1740,0.0748940760766,0.205491836019,58549
1750,0.0748298773947,0.206428502019,58883
1760,0.0774614384981,0.208472822018,59215
1770,0.073933603401,0.210701467018,59545
1780,0.0735271853779,0.212741684018,59880
1790,0.0712522725522,0.213658858018,60211
1800,0.0726873018702,0.214561327019,60545
1810,0.0655090816587,0.216716789018,60875
1820,0.0742810292063,0.217641145018,61212
1830,0.0742810292063,0.218627056018,61529
1840,0.079950260183,0.219578086018,61861
1850,0.0683814851776,0.220479188019,62188
1860,0.0734995629825,0.22140935702,62522
1870,0.0717969177513,0.222360044019,62852
1880,0.0665553588587,0.224587321019,63178
1890,0.0728755424984,0.22553014302,63511
1900,0.0665240617131,0.226484934019,63832
1910,0.0739079622736,0.227408606019,64176
1920,0.070264986071,0.228384942018,64512
1930,0.0760659512766,0.230725753017,64852
1940,0.0735700257297,0.232914728018,65182
1950,0.0765280349529,0.233870203017,65515
1960,0.0803004098293,0.236049603018,65853
1970,0.0803004098293,0.237022177018,66179
1980,0.0804371931801,0.237952688018,66498
1990,0.0829196575912,0.238887645017,66820
2000,0.0815106983103,0.239840043017,67151
2010,0.0815106983103,0.240816378018,67502
2020,0.0816160011193,0.241737656017,67828
2030,0.0829357408313,0.242626788016,68156
2040,0.0846101837792,0.243563797016,68486
2050,0.0869963188057,0.244508672016,68829
2060,0.0826402107714,0.246806395016,69166
2070,0.0826402107714,0.247723911016,69502
2080,0.0826402107714,0.248628090016,69843
2090,0.0839023334872,0.249557917015,70172
2100,0.0816647957153,0.250459361016,70495
2110,0.0837584394782,0.251446982016,70822
2120,0.0820865560186,0.252363130017,71166
2130,0.0840013325297,0.253303559019,71503
2140,0.0840013325297,0.255528784019,71842
2150,0.086972258723,0.256660376019,72172
2160,0.0774265097143,0.258714613019,72507
2170,0.0856216198491,0.25981884702,72844
2180,0.0846386546185,0.26177049302,73181
2190,0.0853349204055,0.263825415021,73504
2200,0.0849087493219,0.264826031022,73828
2210,0.0878286073752,0.267017400021,74170
2220,0.0848337221026,0.269131142022,74507
2230,0.0813717789386,0.269999414022,74846
2240,0.0813717789386,0.271003449023,75177
2250,0.0838075601194,0.272029029022,75522
2260,0.0792044241891,0.274258015022,75851
2270,0.0812234126195,0.276519147023,76186
2280,0.0821915673244,0.278703334023,76530
2290,0.0825193436967,0.279748407023,76861
2300,0.0775055341224,0.280686784023,77191
2310,0.0874896891114,0.281588569023,77534
2320,0.0884190475092,0.283803193024,77880
2330,0.0867661130679,0.285940530024,78214
2340,0.0786609171965,0.286866254024,78558
2350,0.0788668055922,0.289071645024,78900
2360,0.0810832573334,0.291184702022,79230
2370,0.0869245867647,0.293379833021,79573
2380,0.0869245867647,0.295495284021,79914
2390,0.0869245867647,0.297781381021,80249
2400,0.0869606841674,0.298686244021,80582
2410,0.0816738276026,0.299628382021,80914
2420,0.0816738276026,0.300526747022,81238
2430,0.0817259877311,0.301451445021,81583
2440,0.0769390489349,0.302385034021,81914
2450,0.080045500714,0.303379494022,82247
2460,0.0814876339357,0.304338047023,82590
2470,0.0793086760229,0.305248040022,82921
2480,0.0816941889476,0.306230531021,83257
2490,0.0817300996526,0.307096752022,83586
2500,0.076563825237,0.308064880022,83929
2510,0.0746937571617,0.308958458023,84276
2520,0.0734839085387,0.309934794024,84613
2530,0.0739609225921,0.310855388025,84954
2540,0.0800638725972,0.311861817025,85290
2550,0.0788508331199,0.312765312025,85619
2560,0.0804861226033,0.313681118025,85955
2570,0.0840995313944,0.314640013024,86292
2580,0.0828560066237,0.316758200024,86628
2590,0.0849637791794,0.317741034025,86966
2600,0.0839187398862,0.318668468024,87298
2610,0.0811136824038,0.319597612024,87630
2620,0.0821613013749,0.320526071024,87966
2630,0.0796952301031,0.321437773024,88303
2640,0.080204604201,0.322340584024,88639
2650,0.0843830398199,0.323242369022,88977
2660,0.083608369861,0.324206394022,89308
2670,0.0806051836015,0.325110231022,89634
2680,0.0877226845624,0.326020565022,89966
2690,0.0819495270955,0.328293324023,90291
2700,0.0819495270955,0.329245722023,90618
2710,0.0815366932113,0.331378272023,90954
2720,0.0815366932113,0.333476967022,91294
2730,0.078423537498,0.335603019023,91630
2740,0.0815651875613,0.337677091024,91949
2750,0.0789234732294,0.339771682024,92292
2760,0.0844310130809,0.340625249024,92631
2770,0.0841860085119,0.341535242025,92958
2780,0.0851770825503,0.343453032025,93287
2790,0.0841860085119,0.344381149023,93614
2800,0.0858841950145,0.345328759024,93942
2810,0.0885748827322,0.346207974022,94278
2820,0.0885748827322,0.347049572023,94608
2830,0.0908059672832,0.347946228023,94948
2840,0.0936667019533,0.348868190023,95279
2850,0.0936667019533,0.349701238023,95621
2860,0.0936667019533,0.353325821023,95956
2870,0.0936667019533,0.354195461023,96289
2880,0.0886172899033,0.355074676023,96623
2890,0.0871951518613,0.355938844023,96957
2900,0.0871951518613,0.356853283023,97297
2910,0.0910253096873,0.357754043023,97636
2920,0.099429922756,0.358706440024,97972
2930,0.0950101382852,0.359607884024,98315
2940,0.095376995227,0.360465897023,98647
2950,0.0934758855807,0.362607680023,98983
2960,0.0912495815964,0.363463640024,99322
2970,0.0908397344424,0.364381156023,99661
2980,0.0903367648574,0.366312625023,99993
2990,0.0865668000676,0.368284447022,100322
3000,0.0893962408675,0.369192046022,100645
